
         10692900 function calls (9261265 primitive calls) in 55.373 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 base.py:7072(ensure_index)
        2    0.000    0.000    0.000    0.000 base.py:7167(maybe_extract_name)
        2    0.000    0.000    0.000    0.000 base.py:767(__iter__)
        4    0.000    0.000    0.000    0.000 base.py:809(_reset_identity)
        2    0.000    0.000    0.000    0.000 base.py:820(_engine)
        6    0.000    0.000    0.000    0.000 base.py:875(__len__)
        2    0.000    0.000    0.000    0.000 base.py:931(dtype)
        1    0.000    0.000    0.000    0.000 base_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_parser.py:100(BadLineHandleMethod)
        1    0.000    0.000    0.000    0.000 base_parser.py:99(ParserBase)
    24696    0.139    0.000    1.581    0.000 batchnorm.py:137(forward)
    24696    0.018    0.000    0.034    0.000 batchnorm.py:408(_check_input_dim)
      114    0.000    0.000    0.001    0.000 batchnorm.py:85(extra_repr)
      552    0.011    0.000    0.232    0.000 block.py:144(forward)
     4416    0.069    0.000    2.903    0.001 block.py:200(forward)
     9936    0.011    0.000    1.490    0.000 block.py:203(<genexpr>)
      552    0.007    0.000    0.091    0.000 block.py:30(forward)
     5520    0.126    0.000    1.456    0.000 block.py:309(forward)
        1    0.000    0.000    0.002    0.002 blocks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 blocks.py:127(maybe_split)
        1    0.000    0.000    0.000    0.000 blocks.py:144(Block)
        1    0.000    0.000    0.000    0.000 blocks.py:1576(EABackedBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1828(ExtensionBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2097(NumpyBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2118(NumericBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2123(NDArrayBackedExtensionBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2189(DatetimeLikeBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2241(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2256(ObjectBlock)
        4    0.000    0.000    0.000    0.000 blocks.py:2334(get_block_type)
        4    0.000    0.000    0.000    0.000 blocks.py:479(dtype)
        2    0.000    0.000    0.000    0.000 blocks.py:892(iget)
        1    0.000    0.000    0.005    0.005 boolean.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:232(BooleanArray)
        1    0.000    0.000    0.000    0.000 boolean.py:41(BooleanDtype)
      550    0.006    0.000    0.241    0.000 boxes.py:13(nms)
      550    0.003    0.000    0.003    0.000 build.py:118(check_source)
      550    0.004    0.000    0.014    0.000 build.py:144(load_inference_source)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:56(CParserWrapper)
        4    0.000    0.000    0.000    0.000 calendar.py:53(<lambda>)
       52    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
       28    0.000    0.000    0.000    0.000 calendar.py:77(__getitem__)
        1    0.000    0.000    0.002    0.002 cast.py:1(<module>)
       14    0.000    0.000    0.000    0.000 cast.py:1171(maybe_infer_to_datetimelike)
        2    0.000    0.000    0.000    0.000 cast.py:123(maybe_convert_platform)
        2    0.000    0.000    0.000    0.000 cast.py:1573(construct_1d_object_array_from_listlike)
        2    0.000    0.000    0.008    0.004 categorical.py:1(<module>)
        6    0.000    0.000    0.000    0.000 categorical.py:122(_cat_compare_op)
        1    0.000    0.000    0.000    0.000 categorical.py:2321(CategoricalAccessor)
        1    0.000    0.000    0.000    0.000 categorical.py:246(Categorical)
        1    0.000    0.000    0.001    0.001 category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 category.py:52(CategoricalIndex)
        1    0.000    0.000    0.001    0.001 check.py:1(<module>)
      550    0.002    0.000    0.005    0.000 checks.py:100(check_imgsz)
      550    0.001    0.000    0.002    0.000 checks.py:136(<listcomp>)
        1    0.000    0.000    0.000    0.000 checks.py:148(check_version)
        1    0.000    0.000    0.000    0.000 checks.py:3(<module>)
        2    0.000    0.000    0.000    0.000 checks.py:400(check_suffix)
        2    0.000    0.000    0.000    0.000 checks.py:411(check_yolov5u_filename)
        2    0.000    0.000    0.000    0.000 checks.py:65(parse_version)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
     3739    0.010    0.000    0.102    0.000 comm.py:152(scatter)
     3739    0.003    0.000    0.006    0.000 comm.py:188(<listcomp>)
        6    0.000    0.000    0.008    0.001 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:1009(_BytesZipFile)
        1    0.000    0.000    0.000    0.000 common.py:1045(_IOWrapper)
        1    0.000    0.000    0.000    0.000 common.py:1074(_BytesIOWrapper)
        2    0.000    0.000    0.000    0.000 common.py:1077(needs_i8_conversion)
       10    0.000    0.000    0.000    0.000 common.py:1322(is_1d_only_ea_dtype)
        4    0.000    0.000    0.000    0.000 common.py:1389(is_ea_or_datetimelike_dtype)
        2    0.000    0.000    0.000    0.000 common.py:142(classes)
        2    0.000    0.000    0.000    0.000 common.py:144(<lambda>)
        2    0.000    0.000    0.000    0.000 common.py:1494(_is_dtype_type)
        4    0.000    0.000    0.000    0.000 common.py:150(cast_scalar_indexer)
        2    0.000    0.000    0.000    0.000 common.py:158(is_object_dtype)
       18    0.000    0.000    0.001    0.000 common.py:1656(pandas_dtype)
       52    0.000    0.000    0.000    0.000 common.py:21(unpack_zerodim_and_defer)
       52    0.000    0.000    0.000    0.000 common.py:34(wrapper)
        2    0.000    0.000    0.000    0.000 common.py:367(apply_if_callable)
       52    0.000    0.000    0.000    0.000 common.py:40(_unpack_zerodim_and_defer)
       10    0.000    0.000    0.000    0.000 common.py:571(require_length_match)
        1    0.000    0.000    0.000    0.000 common.py:83(IOArgs)
        1    0.000    0.000    0.000    0.000 common.py:928(_BufferedWriter)
        1    0.000    0.000    0.000    0.000 common.py:954(_BytesTarFile)
        1    0.000    0.000    0.000    0.000 common.py:96(IOHandles)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressors.py:44(BZ2File)
        1    0.000    0.000    0.000    0.000 compressors.py:59(LZMAFile)
        3    0.000    0.000    0.003    0.001 concat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 concat.py:388(_Concatenator)
        1    0.000    0.000    0.000    0.000 concat.py:398(JoinUnit)
        1    0.000    0.000    0.001    0.001 config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:104(OptionError)
        4    0.000    0.000    0.000    0.000 config.py:116(_get_single_key)
        4    0.000    0.000    0.000    0.000 config.py:134(_get_option)
        1    0.000    0.000    0.000    0.000 config.py:209(DictWrapper)
        1    0.000    0.000    0.000    0.000 config.py:212(__init__)
        1    0.000    0.000    0.000    0.000 config.py:255(CallableDynamicDoc)
        4    0.000    0.000    0.000    0.000 config.py:256(__init__)
        4    0.000    0.000    0.000    0.000 config.py:260(__call__)
        1    0.000    0.000    0.000    0.000 config.py:419(option_context)
       70    0.000    0.000    0.001    0.000 config.py:452(register_option)
        4    0.000    0.000    0.000    0.000 config.py:578(_select_options)
        4    0.000    0.000    0.000    0.000 config.py:596(_get_root)
        8    0.000    0.000    0.000    0.000 config.py:610(_get_deprecated_option)
        4    0.000    0.000    0.000    0.000 config.py:637(_translate_key)
        4    0.000    0.000    0.000    0.000 config.py:649(_warn_if_deprecated)
       48    0.000    0.000    0.000    0.000 config.py:741(config_prefix)
        1    0.000    0.000    0.000    0.000 config.py:76(DeprecatedOption)
       72    0.000    0.000    0.000    0.000 config.py:771(wrap)
       70    0.000    0.000    0.001    0.000 config.py:772(inner)
        4    0.000    0.000    0.000    0.000 config.py:796(is_type_factory)
       23    0.000    0.000    0.000    0.000 config.py:810(inner)
        8    0.000    0.000    0.000    0.000 config.py:817(is_instance_factory)
        1    0.000    0.000    0.000    0.000 config.py:83(RegisteredOption)
        9    0.000    0.000    0.000    0.000 config.py:836(inner)
       20    0.000    0.000    0.000    0.000 config.py:843(is_one_of_factory)
       20    0.000    0.000    0.000    0.000 config.py:844(<listcomp>)
       20    0.000    0.000    0.000    0.000 config.py:845(<listcomp>)
       20    0.000    0.000    0.000    0.000 config.py:847(inner)
        9    0.000    0.000    0.000    0.000 config.py:860(is_nonnegative_int)
        1    0.000    0.000    0.001    0.001 config_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config_init.py:295(is_terminal)
        1    0.000    0.000    0.000    0.000 config_init.py:637(register_plotting_backend_cb)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        2    0.000    0.000    0.001    0.000 construction.py:1(<module>)
        2    0.000    0.000    0.000    0.000 construction.py:1001(convert_object_array)
       10    0.000    0.000    0.000    0.000 construction.py:1023(convert)
        2    0.000    0.000    0.000    0.000 construction.py:1067(<listcomp>)
        2    0.000    0.000    0.000    0.000 construction.py:197(mgr_to_mgr)
       12    0.000    0.000    0.000    0.000 construction.py:396(extract_array)
        2    0.000    0.000    0.000    0.000 construction.py:458(ensure_wrapped_if_datetimelike)
        2    0.000    0.000    0.000    0.000 construction.py:484(nested_data_to_arrays)
       12    0.000    0.000    0.000    0.000 construction.py:494(sanitize_array)
        2    0.000    0.000    0.000    0.000 construction.py:510(treat_as_nested)
        2    0.000    0.000    0.000    0.000 construction.py:574(_homogenize)
        2    0.000    0.000    0.000    0.000 construction.py:636(_sanitize_non_ordered)
       12    0.000    0.000    0.000    0.000 construction.py:644(_sanitize_ndim)
       12    0.000    0.000    0.000    0.000 construction.py:683(_sanitize_str_dtypes)
       12    0.000    0.000    0.000    0.000 construction.py:703(_maybe_repeat)
        2    0.000    0.000    0.000    0.000 construction.py:775(to_arrays)
        2    0.000    0.000    0.000    0.000 construction.py:844(_list_to_arrays)
        2    0.000    0.000    0.000    0.000 construction.py:923(_finalize_columns_and_data)
        2    0.000    0.000    0.000    0.000 construction.py:945(_validate_or_indexify_columns)
        2    0.000    0.000    0.000    0.000 construction.py:97(arrays_to_mgr)
        8    0.000    0.000    0.000    0.000 container.py:106(_get_item_by_idx)
        8    0.000    0.000    0.000    0.000 container.py:115(__getitem__)
        8    0.000    0.000    0.000    0.000 container.py:137(__len__)
       28    0.000    0.000    0.000    0.000 container.py:19(_addindent)
    17530    0.020    0.000    0.031    0.000 container.py:207(__iter__)
    16978    0.385    0.000   21.632    0.001 container.py:215(forward)
       28    0.000    0.000    0.000    0.000 container.py:25(<listcomp>)
     3312    0.008    0.000    0.016    0.000 container.py:281(_get_abs_string_index)
     3312    0.006    0.000    0.022    0.000 container.py:290(__getitem__)
     6624    0.002    0.000    0.003    0.000 container.py:311(__len__)
     4436    0.006    0.000    0.009    0.000 container.py:315(__iter__)
       20    0.000    0.000    0.003    0.000 container.py:328(__repr__)
       20    0.000    0.000    0.003    0.000 container.py:330(<listcomp>)
       26    0.000    0.000    0.000    0.000 contextlib.py:114(__enter__)
       26    0.000    0.000    0.000    0.000 contextlib.py:123(__exit__)
       17    0.000    0.000    0.000    0.000 contextlib.py:234(contextmanager)
       26    0.000    0.000    0.000    0.000 contextlib.py:261(helper)
        4    0.000    0.000    0.000    0.000 contextlib.py:376(__init__)
        4    0.000    0.000    0.000    0.000 contextlib.py:379(__enter__)
        4    0.000    0.000    0.000    0.000 contextlib.py:382(__exit__)
        3    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
       26    0.000    0.000    0.000    0.000 contextlib.py:86(__init__)
        1    0.000    0.000    0.000    0.000 contexts.py:1(<module>)
      114    0.001    0.000    0.072    0.001 conv.py:146(reset_parameters)
      128    0.001    0.000    0.001    0.000 conv.py:157(extra_repr)
      128    0.000    0.000    0.002    0.000 conv.py:174(__setstate__)
     2208    0.002    0.000    0.067    0.000 conv.py:313(forward)
    31464    0.113    0.000    4.069    0.000 conv.py:38(forward_fuse)
      114    0.001    0.000    0.086    0.001 conv.py:431(__init__)
    74335    0.093    0.000    7.084    0.000 conv.py:454(_conv_forward)
    74335    0.174    0.000    7.337    0.000 conv.py:462(forward)
      114    0.002    0.000    0.084    0.001 conv.py:71(__init__)
6587/6437    0.019    0.000    0.047    0.000 copy.py:128(deepcopy)
      100    0.000    0.000    0.000    0.000 copy.py:182(_deepcopy_atomic)
       50    0.000    0.000    0.000    0.000 copy.py:200(_deepcopy_list)
        2    0.000    0.000    0.000    0.000 copy.py:226(_deepcopy_dict)
     6487    0.010    0.000    0.012    0.000 copy.py:242(_keep_alive)
        1    0.000    0.000    0.000    0.000 copy.py:66(copy)
     1375    0.001    0.000    0.001    0.000 core.py:1283(_replace_dtype_fields_recursive)
     1375    0.002    0.000    0.003    0.000 core.py:1315(_replace_dtype_fields)
     1375    0.001    0.000    0.004    0.000 core.py:1329(make_mask_descr)
     1375    0.000    0.000    0.001    0.000 core.py:1362(getmask)
      275    0.000    0.000    0.003    0.000 core.py:1545(_shrink_mask)
      275    0.002    0.000    0.004    0.000 core.py:1555(make_mask)
      275    0.000    0.000    0.001    0.000 core.py:1644(make_mask_none)
      275    0.002    0.000    0.017    0.000 core.py:1828(masked_where)
      275    0.002    0.000    0.021    0.000 core.py:2332(masked_invalid)
      825    0.004    0.000    0.024    0.000 core.py:2808(__new__)
     1100    0.005    0.000    0.008    0.000 core.py:2940(_update_from)
     1100    0.010    0.000    0.021    0.000 core.py:2966(__array_finalize__)
     3300    0.002    0.000    0.002    0.000 core.py:3401(dtype)
     2750    0.001    0.000    0.001    0.000 core.py:3417(shape)
      275    0.000    0.000    0.001    0.000 core.py:3429(__setmask__)
      275    0.000    0.000    0.001    0.000 core.py:3510(mask)
      275    0.000    0.000    0.000    0.000 core.py:3676(_get_data)
      275    0.000    0.000    0.000    0.000 core.py:587(filled)
      825    0.002    0.000    0.026    0.000 core.py:8025(asarray)
      165    0.000    0.000    0.000    0.000 cp1252.py:18(encode)
     4412    0.008    0.000    1.830    0.000 craft.py:25(forward)
     1103    0.068    0.000    6.536    0.006 craft.py:58(forward)
     1103    0.206    0.000    0.797    0.001 craft_utils.py:20(getDetBoxes_core)
     1103    0.007    0.000    0.804    0.001 craft_utils.py:233(getDetBoxes)
     2206    0.020    0.000    0.025    0.000 craft_utils.py:245(adjustResultCoordinates)
     2421    0.166    0.000   23.541    0.010 data_parallel.py:150(forward)
     2421    0.005    0.000    0.377    0.000 data_parallel.py:177(scatter)
        3    0.000    0.000    0.002    0.001 dataclasses.py:1012(wrap)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1047(is_dataclass)
       11    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:281(__set_name__)
        3    0.000    0.000    0.000    0.000 dataclasses.py:300(__init__)
       11    0.000    0.000    0.000    0.000 dataclasses.py:322(field)
        9    0.000    0.000    0.000    0.000 dataclasses.py:344(_tuple_str)
        9    0.000    0.000    0.000    0.000 dataclasses.py:353(<listcomp>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:358(_recursive_repr)
       16    0.000    0.000    0.001    0.000 dataclasses.py:377(_create_fn)
       58    0.000    0.000    0.000    0.000 dataclasses.py:391(<genexpr>)
       11    0.000    0.000    0.000    0.000 dataclasses.py:404(_field_assign)
       11    0.000    0.000    0.000    0.000 dataclasses.py:416(_field_init)
       11    0.000    0.000    0.000    0.000 dataclasses.py:470(_init_param)
        3    0.000    0.000    0.000    0.000 dataclasses.py:489(_init_fn)
        3    0.000    0.000    0.000    0.000 dataclasses.py:507(<dictcomp>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:532(<listcomp>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:539(_repr_fn)
        3    0.000    0.000    0.000    0.000 dataclasses.py:543(<listcomp>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:550(_frozen_get_del_attr)
        3    0.000    0.000    0.000    0.000 dataclasses.py:554(<genexpr>)
        7    0.000    0.000    0.001    0.000 dataclasses.py:575(_cmp_fn)
        1    0.000    0.000    0.000    0.000 dataclasses.py:589(_hash_fn)
       22    0.000    0.000    0.000    0.000 dataclasses.py:597(_is_classvar)
       22    0.000    0.000    0.000    0.000 dataclasses.py:605(_is_initvar)
       22    0.000    0.000    0.000    0.000 dataclasses.py:612(_is_type)
       11    0.000    0.000    0.000    0.000 dataclasses.py:671(_get_field)
       15    0.000    0.000    0.000    0.000 dataclasses.py:753(_set_new_attribute)
        2    0.000    0.000    0.000    0.000 dataclasses.py:767(_hash_set_none)
        1    0.000    0.000    0.000    0.000 dataclasses.py:770(_hash_add)
        1    0.000    0.000    0.000    0.000 dataclasses.py:771(<listcomp>)
        3    0.000    0.000    0.002    0.001 dataclasses.py:809(_process_class)
        3    0.000    0.000    0.000    0.000 dataclasses.py:863(<listcomp>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:924(<listcomp>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:940(<listcomp>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:943(<listcomp>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:949(<listcomp>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:959(<listcomp>)
        3    0.000    0.000    0.001    0.000 dataclasses.py:998(dataclass)
        1    0.000    0.000    0.001    0.001 dataframe_protocol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:106(CategoricalDescription)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:116(Buffer)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:169(Column)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:20(DlpackDeviceType)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:33(DtypeKind)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:360(DataFrame)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:64(ColumnNullType)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:89(ColumnBuffers)
     1318    0.021    0.000    0.077    0.000 dataloader.py:225(__init__)
     1318    0.002    0.000    0.123    0.000 dataloader.py:383(_get_iterator)
     1318    0.001    0.000    0.002    0.000 dataloader.py:394(multiprocessing_context)
26360/25042    0.021    0.000    0.022    0.000 dataloader.py:418(__setattr__)
     1318    0.001    0.000    0.124    0.000 dataloader.py:428(__iter__)
     2636    0.001    0.000    0.001    0.000 dataloader.py:443(_auto_collation)
     1318    0.001    0.000    0.001    0.000 dataloader.py:447(_index_sampler)
     1318    0.001    0.000    0.001    0.000 dataloader.py:488(check_worker_number_rationality)
     1318    0.025    0.000    0.107    0.000 dataloader.py:567(__init__)
     2636    0.002    0.000    0.015    0.000 dataloader.py:622(_next_index)
     2636    0.025    0.000    0.956    0.000 dataloader.py:628(__next__)
     1318    0.005    0.000    0.121    0.000 dataloader.py:661(__init__)
     2636    0.011    0.000    0.775    0.000 dataloader.py:675(_next_data)
     1318    0.004    0.000    0.005    0.000 dataloader.py:74(create_fetcher)
     1318    0.004    0.000    0.011    0.000 dataloader.py:98(_get_distributed_settings)
        1    0.000    0.000    0.000    0.000 dates.py:1(<module>)
        2    0.000    0.000    0.006    0.003 datetimelike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1583(DatelikeOps)
        4    0.000    0.000    0.000    0.000 datetimelike.py:162(_period_dispatch)
        1    0.000    0.000    0.001    0.001 datetimelike.py:1789(TimelikeOps)
        1    0.000    0.000    0.000    0.000 datetimelike.py:187(DatetimeLikeArrayMixin)
        1    0.000    0.000    0.000    0.000 datetimelike.py:404(DatetimeTimedeltaMixin)
        1    0.000    0.000    0.000    0.000 datetimelike.py:81(DatetimeIndexOpsMixin)
        1    0.000    0.000    0.000    0.000 datetimelike_accumulations.py:1(<module>)
        3    0.000    0.000    0.012    0.004 datetimes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 datetimes.py:103(DatetimeIndex)
        1    0.000    0.000    0.000    0.000 datetimes.py:105(<listcomp>)
        1    0.000    0.000    0.000    0.000 datetimes.py:107(YearMonthDayDict)
        1    0.000    0.000    0.000    0.000 datetimes.py:113(FulldatetimeDict)
       19    0.000    0.000    0.000    0.000 datetimes.py:115(_field_accessor)
        1    0.000    0.000    0.000    0.000 datetimes.py:155(DatetimeArray)
        1    0.000    0.000    0.000    0.000 decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
        1    0.000    0.000    0.006    0.006 describe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 describe.py:121(SeriesDescriber)
        1    0.000    0.000    0.000    0.000 describe.py:133(DataFrameDescriber)
        1    0.000    0.000    0.000    0.000 describe.py:98(NDFrameDescriberAbstract)
     1103    0.100    0.000   10.735    0.010 detection.py:24(test_net)
     1103    0.005    0.000    0.246    0.000 detection.py:39(<listcomp>)
     1103    0.037    0.000   10.779    0.010 detection.py:92(get_textbox)
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:17(detect_console_encoding)
     1318    0.001    0.000    0.001    0.000 distributed_c10d.py:323(default_pg)
     1318    0.001    0.000    0.002    0.000 distributed_c10d.py:403(WORLD)
     1318    0.002    0.000    0.005    0.000 distributed_c10d.py:683(is_initialized)
        1    0.000    0.000    0.000    0.000 doc.py:1(<module>)
      166    0.000    0.000    0.000    0.000 doc.py:11(create_section_header)
       16    0.000    0.000    0.001    0.000 doc.py:93(window_agg_numba_parameters)
        1    0.000    0.000    0.000    0.000 docstrings.py:1(<module>)
       36    0.000    0.000    0.000    0.000 docstrings.py:7(make_flex_doc)
        2    0.000    0.000    0.000    0.000 downloads.py:30(is_url)
        2    0.000    0.000    0.000    0.000 downloads.py:343(attempt_download_asset)
        2    0.000    0.000    0.000    0.000 dtype.py:1(<module>)
       17    0.000    0.000    0.000    0.000 dtype.py:195(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtype.py:39(ArrowDtype)
        1    0.000    0.000    0.000    0.000 dtype.py:42(SparseDtype)
        1    0.000    0.000    0.002    0.002 dtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:1037(IntervalDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:117(CategoricalDtypeType)
       17    0.000    0.000    0.000    0.000 dtypes.py:1179(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:123(CategoricalDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:1305(PandasDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:1403(BaseMaskedDtype)
       17    0.000    0.000    0.000    0.000 dtypes.py:308(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:631(DatetimeTZDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:75(PandasExtensionDtype)
       17    0.000    0.000    0.000    0.000 dtypes.py:752(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:821(PeriodDtype)
       17    0.000    0.000    0.000    0.000 dtypes.py:911(construct_from_string)
        1    0.000    0.000    0.000    0.000 easter.py:2(<module>)
     1103    0.014    0.000   10.920    0.010 easyocr.py:311(detect)
     1103    0.001    0.000    0.002    0.000 easyocr.py:344(<listcomp>)
     1103    0.000    0.000    0.000    0.000 easyocr.py:346(<listcomp>)
       17    0.000    0.000    0.000    0.000 easyocr.py:347(<listcomp>)
     1103    0.040    0.000   18.839    0.017 easyocr.py:353(recognize)
     1103    0.012    0.000   29.784    0.027 easyocr.py:440(readtext)
        1    0.000    0.000    0.000    0.000 encoding.py:1(<module>)
        1    0.000    0.000    0.003    0.003 engines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 engines.py:107(NumExprEngine)
        1    0.000    0.000    0.000    0.000 engines.py:124(PythonEngine)
        1    0.000    0.000    0.000    0.000 engines.py:47(AbstractEngine)
       66    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        8    0.000    0.000    0.000    0.000 enum.py:164(__prepare__)
        8    0.000    0.000    0.001    0.000 enum.py:179(__new__)
        8    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
      101    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
        8    0.000    0.000    0.000    0.000 enum.py:221(<setcomp>)
        9    0.000    0.000    0.000    0.000 enum.py:244(<genexpr>)
      101    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
       60    0.000    0.000    0.000    0.000 enum.py:358(__call__)
        8    0.000    0.000    0.000    0.000 enum.py:415(__getattr__)
      101    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
      101    0.000    0.000    0.000    0.000 enum.py:462(__setattr__)
        8    0.000    0.000    0.000    0.000 enum.py:561(_check_for_existing_members)
       16    0.000    0.000    0.000    0.000 enum.py:571(_get_mixins_)
       16    0.000    0.000    0.000    0.000 enum.py:582(_find_data_type)
        8    0.000    0.000    0.000    0.000 enum.py:618(_find_new_)
       60    0.000    0.000    0.000    0.000 enum.py:670(__new__)
        2    0.000    0.000    0.000    0.000 enum.py:774(__hash__)
       12    0.000    0.000    0.000    0.000 enum.py:792(value)
        8    0.000    0.000    0.000    0.000 enum.py:81(__init__)
      101    0.000    0.000    0.001    0.000 enum.py:88(__setitem__)
        1    0.000    0.000    0.000    0.000 enum.py:971(__or__)
       13    0.000    0.000    0.000    0.000 enum.py:977(__and__)
        1    0.000    0.000    0.006    0.006 eval.py:1(<module>)
        1    0.000    0.000    0.011    0.011 ewm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ewm.py:124(ExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 ewm.py:817(ExponentialMovingWindowGroupby)
        1    0.000    0.000    0.000    0.000 ewm.py:850(OnlineExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(Error)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(AmbiguousTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(NonExistentTimeError)
        1    0.000    0.000    0.000    0.000 executor.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expanding.py:44(Expanding)
        1    0.000    0.000    0.000    0.000 expanding.py:797(ExpandingGroupby)
       12    0.000    0.000    0.000    0.000 exporter.py:108(try_export)
        1    0.000    0.000    0.001    0.001 exporter.py:127(Exporter)
        1    0.000    0.000    0.001    0.001 exporter.py:2(<module>)
        2    0.000    0.000    0.335    0.167 exporter.py:79(export_formats)
        1    0.000    0.000    0.000    0.000 exporter.py:998(IOSDetectModel)
        1    0.000    0.000    0.002    0.002 expr.py:1(<module>)
        5    0.000    0.000    0.000    0.000 expr.py:120(_compose2)
        2    0.000    0.000    0.000    0.000 expr.py:127(_compose)
        2    0.000    0.000    0.000    0.000 expr.py:169(_is_type)
      120    0.000    0.000    0.000    0.000 expr.py:181(<genexpr>)
      168    0.000    0.000    0.000    0.000 expr.py:183(<genexpr>)
       13    0.000    0.000    0.000    0.000 expr.py:188(_filter_nodes)
      124    0.000    0.000    0.000    0.000 expr.py:192(<genexpr>)
      119    0.000    0.000    0.000    0.000 expr.py:196(<lambda>)
      162    0.000    0.000    0.000    0.000 expr.py:256(_node_not_implemented)
        3    0.000    0.000    0.000    0.000 expr.py:273(disallow)
        3    0.000    0.000    0.000    0.000 expr.py:283(disallowed)
       22    0.000    0.000    0.000    0.000 expr.py:297(_op_maker)
        1    0.000    0.000    0.000    0.000 expr.py:322(add_ops)
