
         10692900 function calls (9261265 primitive calls) in 55.373 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 string_arrow.py:63(ArrowStringArray)
        1    0.000    0.000    0.000    0.000 sysconfig.py:527(get_config_vars)
        1    0.000    0.000    0.000    0.000 sysconfig.py:606(get_config_var)
        1    0.000    0.000    0.001    0.001 take.py:1(<module>)
       16    0.000    0.000    0.000    0.000 take.py:352(_view_wrapper)
        4    0.001    0.000    0.011    0.003 tal.py:249(make_anchors)
      552    0.071    0.000    0.091    0.000 tal.py:264(dist2bbox)
        1    0.000    0.000    0.001    0.001 tal.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tal.py:60(TaskAlignedAssigner)
        2    0.002    0.001    0.215    0.107 tasks.py:116(fuse)
        2    0.000    0.000    0.002    0.001 tasks.py:143(is_fused)
       34    0.000    0.000    0.000    0.000 tasks.py:153(<genexpr>)
      452    0.000    0.000    0.002    0.000 tasks.py:154(<genexpr>)
        2    0.000    0.000    0.000    0.000 tasks.py:156(info)
        8    0.000    0.000    0.080    0.010 tasks.py:167(_apply)
      552    0.002    0.000    5.735    0.010 tasks.py:30(forward)
      552    0.007    0.000    5.733    0.010 tasks.py:44(predict)
        4    0.000    0.000    0.000    0.000 tasks.py:505(temporary_modules)
        2    0.000    0.000    0.140    0.070 tasks.py:546(torch_safe_load)
      552    0.065    0.000    5.727    0.010 tasks.py:61(_predict_once)
        2    0.000    0.000    0.175    0.088 tasks.py:626(attempt_load_one_weight)
        2    0.000    0.000    0.000    0.000 tasks.py:633(<dictcomp>)
     2760    0.002    0.000    0.002    0.000 tasks.py:76(<listcomp>)
        2    0.000    0.000    0.000    0.000 tasks.py:767(guess_model_task)
        1    0.000    0.000    0.006    0.006 testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        2    0.000    0.000    0.000    0.000 textwrap.py:233(_wrap_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
        2    0.000    0.000    0.000    0.000 textwrap.py:356(fill)
        2    0.000    0.000    0.000    0.000 textwrap.py:381(fill)
      400    0.003    0.000    0.035    0.000 textwrap.py:414(dedent)
     1650    0.001    0.000    0.001    0.000 threading.py:1093(name)
        1    0.000    0.000    0.000    0.000 threading.py:1229(_make_invoke_excepthook)
     1650    0.002    0.000    0.002    0.000 threading.py:1358(current_thread)
        1    0.000    0.000    0.000    0.000 threading.py:228(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:256(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:259(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:265(_release_save)
        1    0.000    0.000    0.000    0.000 threading.py:268(_acquire_restore)
        1    0.000    0.000    0.000    0.000 threading.py:271(_is_owned)
        1    0.000    0.000    0.001    0.001 threading.py:280(wait)
        1    0.000    0.000    0.000    0.000 threading.py:528(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:536(is_set)
        1    0.000    0.000    0.001    0.001 threading.py:563(wait)
        1    0.000    0.000    0.000    0.000 threading.py:757(_newname)
        1    0.000    0.000    0.000    0.000 threading.py:802(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:82(RLock)
        1    0.000    0.000    0.001    0.001 threading.py:880(start)
        1    0.000    0.000    0.000    0.000 tile.py:1(<module>)
        3    0.000    0.000    0.000    0.000 timedeltas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:103(TimedeltaArray)
        1    0.000    0.000    0.000    0.000 timedeltas.py:33(TimedeltaIndex)
        4    0.000    0.000    0.000    0.000 timedeltas.py:81(_field_accessor)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
      114    0.027    0.000    0.206    0.002 torch_utils.py:158(fuse_conv_and_bn)
        2    0.000    0.000    0.000    0.000 torch_utils.py:207(model_info)
        1    0.000    0.000    0.000    0.000 torch_utils.py:42(smart_inference_mode)
        1    0.000    0.000    0.000    0.000 torch_utils.py:45(decorate)
        2    0.000    0.000    0.000    0.000 torch_utils.py:65(select_device)
        1    0.000    0.000    0.000    0.000 transforms.py:1(<module>)
     1318    0.002    0.000    0.011    0.000 transforms.py:126(__init__)
     1318    0.007    0.000    0.225    0.000 transforms.py:129(__call__)
     1865    0.005    0.000    0.007    0.000 twodim_base.py:162(eye)
       12    0.000    0.000    0.000    0.000 types.py:171(__get__)
       30    0.000    0.000    0.000    0.000 typing.py:1007(__init_subclass__)
        6    0.000    0.000    0.000    0.000 typing.py:1192(__init_subclass__)
       17    0.000    0.000    0.000    0.000 typing.py:1197(<genexpr>)
      361    0.000    0.000    0.002    0.000 typing.py:128(_type_convert)
      352    0.001    0.000    0.004    0.000 typing.py:137(_type_check)
      203    0.000    0.000    0.000    0.000 typing.py:1375(cast)
      278    0.000    0.000    0.000    0.000 typing.py:1617(overload)
      387    0.000    0.000    0.000    0.000 typing.py:1646(final)
        5    0.000    0.000    0.001    0.000 typing.py:1846(_make_nmtuple)
        5    0.000    0.000    0.000    0.000 typing.py:1847(<listcomp>)
        5    0.000    0.000    0.000    0.000 typing.py:1848(<dictcomp>)
        5    0.000    0.000    0.001    0.000 typing.py:1866(__new__)
        5    0.000    0.000    0.000    0.000 typing.py:1879(<listcomp>)
        5    0.000    0.000    0.000    0.000 typing.py:1927(_namedtuple_mro_entries)
        4    0.000    0.000    0.000    0.000 typing.py:1937(__new__)
        4    0.000    0.000    0.000    0.000 typing.py:1955(<dictcomp>)
        3    0.000    0.000    0.000    0.000 typing.py:2047(<lambda>)
      103    0.000    0.000    0.000    0.000 typing.py:218(_deduplicate)
       76    0.000    0.000    0.001    0.000 typing.py:232(_remove_dups_flatten)
       27    0.000    0.000    0.000    0.000 typing.py:249(_flatten_literal_params)
5243/5236    0.010    0.000    0.019    0.000 typing.py:271(inner)
        7    0.000    0.000    0.000    0.000 typing.py:337(__repr__)
    83/76    0.000    0.000    0.006    0.000 typing.py:352(__getitem__)
       27    0.000    0.000    0.001    0.000 typing.py:358(__getitem__)
       76    0.000    0.000    0.005    0.000 typing.py:434(Union)
      274    0.000    0.000    0.002    0.000 typing.py:466(<genexpr>)
        7    0.000    0.000    0.001    0.000 typing.py:472(Optional)
       27    0.000    0.000    0.001    0.000 typing.py:481(Literal)
      110    0.000    0.000    0.000    0.000 typing.py:509(<genexpr>)
      104    0.000    0.000    0.002    0.000 typing.py:524(__init__)
      517    0.000    0.000    0.000    0.000 typing.py:565(__eq__)
      155    0.000    0.000    0.000    0.000 typing.py:574(__hash__)
       42    0.000    0.000    0.001    0.000 typing.py:628(__init__)
       57    0.000    0.000    0.000    0.000 typing.py:640(<genexpr>)
     1015    0.001    0.000    0.001    0.000 typing.py:665(_is_dunder)
      150    0.000    0.000    0.002    0.000 typing.py:677(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:694(__mro_entries__)
     1015    0.001    0.000    0.002    0.000 typing.py:713(__setattr__)
      150    0.001    0.000    0.004    0.000 typing.py:739(__init__)
      567    0.000    0.000    0.000    0.000 typing.py:743(<genexpr>)
      269    0.000    0.000    0.000    0.000 typing.py:750(__eq__)
  178/116    0.000    0.000    0.000    0.000 typing.py:756(__hash__)
       16    0.000    0.000    0.000    0.000 typing.py:804(__mro_entries__)
       20    0.000    0.000    0.001    0.000 typing.py:832(__getitem__)
       51    0.000    0.000    0.000    0.000 typing.py:837(<genexpr>)
       28    0.000    0.000    0.001    0.000 typing.py:841(copy_with)
        1    0.000    0.000    0.000    0.000 typing.py:845(__repr__)
        7    0.000    0.000    0.000    0.000 typing.py:876(copy_with)
       11    0.000    0.000    0.000    0.000 typing.py:880(__getitem__)
        7    0.000    0.000    0.000    0.000 typing.py:894(__getitem_inner__)
       16    0.000    0.000    0.000    0.000 typing.py:903(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:909(__getitem__)
       19    0.000    0.000    0.000    0.000 typing.py:920(<genexpr>)
      257    0.000    0.000    0.000    0.000 typing.py:928(__eq__)
  153/109    0.000    0.000    0.000    0.000 typing.py:933(__hash__)
       50    0.000    0.000    0.000    0.000 typing.py:946(_value_and_type_iter)
      218    0.000    0.000    0.000    0.000 typing.py:947(<genexpr>)
       55    0.000    0.000    0.000    0.000 typing.py:952(__eq__)
       23    0.000    0.000    0.000    0.000 typing.py:958(__hash__)
       12    0.000    0.000    0.000    0.000 typing.py:985(__class_getitem__)
       24    0.000    0.000    0.000    0.000 typing.py:993(<genexpr>)
       10    0.000    0.000    0.000    0.000 typing.py:996(<genexpr>)
      441    0.000    0.000    0.000    0.000 typing_extensions.py:116(_should_collect_from_parameters)
      166    0.000    0.000    0.001    0.000 typing_extensions.py:123(_collect_type_vars)
      101    0.000    0.000    0.000    0.000 typing_extensions.py:140(<listcomp>)
       12    0.000    0.000    0.000    0.000 typing_extensions.py:1814(_is_unpack)
       27    0.000    0.000    0.000    0.000 typing_extensions.py:89(_check_generic)
        1    0.000    0.000    0.002    0.002 tz.py:1552(__call__)
        1    0.000    0.000    0.002    0.002 tz.py:1590(nocache)
        1    0.000    0.000    0.000    0.000 tzfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzfile.py:12(_byte_string)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:159(DstTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 tzinfo.py:69(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:79(StaticTzInfo)
     1104    0.004    0.000    0.047    0.000 upsampling.py:155(forward)
        4    0.000    0.000    0.000    0.000 upsampling.py:159(extra_repr)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
     1103    0.013    0.000    0.245    0.000 util.py:103(preprocess_image)
     1103    0.009    0.000   29.798    0.027 util.py:130(read_license_plate)
     1118    0.037    0.000    0.038    0.000 util.py:172(get_car)
        1    0.001    0.001    0.002    0.002 util.py:27(write_csv)
     1074    0.002    0.000    0.002    0.000 util.py:56(license_complies_format)
      166    0.001    0.000    0.001    0.000 util.py:81(format_license)
        2    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:18(ArrowCTypes)
     3739    0.009    0.000    0.029    0.000 utils.py:18(unwrap_dead_wrappers)
      550    0.002    0.000    0.003    0.000 utils.py:183(__call__)
    18695    0.008    0.000    0.020    0.000 utils.py:20(<genexpr>)
      114    0.000    0.000    0.001    0.000 utils.py:24(_reverse_repeat_tuple)
      570    0.000    0.000    0.000    0.000 utils.py:30(<genexpr>)
     1318    0.105    0.000    0.465    0.000 utils.py:327(decode_greedy)
     1318    0.008    0.000    0.010    0.000 utils.py:33(_list_with_default)
     1318    0.001    0.000    0.001    0.000 utils.py:40(<listcomp>)
       17    0.001    0.000    0.002    0.000 utils.py:428(four_point_transform)
     1103    0.047    0.000    0.126    0.000 utils.py:450(group_text_box)
     1764    0.001    0.000    0.001    0.000 utils.py:483(<lambda>)
     1342    0.000    0.000    0.000    0.000 utils.py:513(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:52(Endianness)
     1318    0.000    0.000    0.000    0.000 utils.py:536(<lambda>)
     1318    0.000    0.000    0.000    0.000 utils.py:537(<lambda>)
     1318    0.000    0.000    0.000    0.000 utils.py:538(<lambda>)
     3186    0.011    0.000    0.020    0.000 utils.py:538(_log_api_usage_once)
     1318    0.000    0.000    0.000    0.000 utils.py:539(<lambda>)
     1080    0.001    0.000    0.001    0.000 utils.py:557(calculate_ratio)
     1074    0.005    0.000    0.035    0.000 utils.py:566(compute_ratio_and_resize)
     1074    0.011    0.000    0.056    0.000 utils.py:580(get_image_list)
     1074    0.000    0.000    0.000    0.000 utils.py:622(<lambda>)
       34    0.000    0.000    0.000    0.000 utils.py:640(diff)
     1103    0.005    0.000    0.013    0.000 utils.py:732(reformat_input)
      570    0.000    0.000    0.001    0.000 utils.py:9(parse)
        1    0.000    0.000    0.001    0.001 utils.py:92(smart_request)
     1318    0.030    0.000   14.777    0.011 vgg_model.py:23(forward)
       17    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       17    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       17    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
       17    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
       17    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        1    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        1    0.000    0.000    0.000    0.000 weakref.py:195(get)
        1    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
        1    0.000    0.000    0.000    0.000 weakref.py:353(__init__)
        1    0.000    0.000    0.000    0.000 win.py:194(_get_hasdst)
        1    0.000    0.000    0.002    0.002 win.py:215(__init__)
        1    0.000    0.000    0.002    0.002 win.py:347(valuestodict)
        1    0.000    0.000    0.002    0.002 win.py:57(__init__)
        3    0.000    0.000    0.000    0.000 win.py:71(load_name)
        3    0.000    0.000    0.000    0.000 win.py:94(name_from_string)
        1    0.000    0.000    0.001    0.001 xml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xml.py:435(_EtreeFrameParser)
        1    0.000    0.000    0.000    0.000 xml.py:546(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 xml.py:57(_XMLFrameParser)
     1103    0.033    0.000    0.033    0.000 {GaussianBlur}
     1103    0.078    0.000    0.078    0.000 {adaptiveThreshold}
     1781    0.017    0.000    0.017    0.000 {boxPoints}
     1562    0.005    0.000    0.005    0.000 {built-in method PIL._imaging.fill}
     1562    0.005    0.000    0.005    0.000 {built-in method PIL._imaging.map_buffer}
     1562    0.002    0.000    0.002    0.000 {built-in method PIL._imaging.raw_encoder}
     4794    0.005    0.000    0.005    0.000 {built-in method __new__ of type object at 0x00007FFF8E284C60}
       77    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
     7498    0.008    0.000    0.008    0.000 {built-in method _abc._abc_instancecheck}
        6    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    53/11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      165    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        2    0.001    0.000    0.001    0.000 {built-in method _ctypes.LoadLibrary}
        3    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
      267    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     5721    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       42    0.029    0.001    0.029    0.001 {built-in method _imp.create_dynamic}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    42/20    0.009    0.000    0.054    0.003 {built-in method _imp.exec_dynamic}
      289    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
      592    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     5721    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
        4    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
      596    0.002    0.000    0.002    0.000 {built-in method _make_subclass}
    13523    0.003    0.000    0.003    0.000 {built-in method _operator.index}
       13    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      113    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
     1214    0.003    0.000    0.003    0.000 {built-in method _thread.allocate_lock}
     5342    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
       51    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
     3739    0.062    0.000    0.266    0.000 {built-in method apply}
  444/438    0.006    0.000    0.047    0.000 {built-in method builtins.__build_class__}
    60/36    0.000    0.000    0.152    0.004 {built-in method builtins.__import__}
     6913    0.002    0.000    0.002    0.000 {built-in method builtins.abs}
     3193    0.003    0.000    0.007    0.000 {built-in method builtins.all}
      569    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      342    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      132    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      104    0.002    0.000    0.002    0.000 {built-in method builtins.compile}
      115    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
     1112    0.097    0.000    0.097    0.000 {built-in method builtins.eval}
    284/1    0.002    0.000   55.408   55.408 {built-in method builtins.exec}
    65897    0.027    0.000    0.033    0.000 {built-in method builtins.getattr}
    57753    0.035    0.000    0.044    0.000 {built-in method builtins.hasattr}
  536/350    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
   476250    0.046    0.000    0.046    0.000 {built-in method builtins.id}
474173/423462    0.096    0.000    0.158    0.000 {built-in method builtins.isinstance}
    42994    0.007    0.000    0.007    0.000 {built-in method builtins.issubclass}
    29993    0.012    0.000    0.012    0.000 {built-in method builtins.iter}
155439/147065    0.027    0.000    0.044    0.000 {built-in method builtins.len}
      293    0.001    0.000    0.001    0.000 {built-in method builtins.locals}
    21597    0.013    0.000    0.014    0.000 {built-in method builtins.max}
    14414    0.009    0.000    0.009    0.000 {built-in method builtins.min}
     6428    0.003    0.000    0.014    0.000 {built-in method builtins.next}
      134    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
    573/7    0.000    0.000    0.006    0.001 {built-in method builtins.repr}
     4400    0.015    0.000    0.015    0.000 {built-in method builtins.round}
     2518    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
     4284    0.009    0.000    0.010    0.000 {built-in method builtins.sorted}
        2    0.000    0.000    0.002    0.001 {built-in method builtins.sum}
      550    0.001    0.000    0.001    0.000 {built-in method builtins.vars}
      801    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       12    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      267    0.018    0.000    0.018    0.000 {built-in method io.open_code}
        3    0.001    0.000    0.001    0.000 {built-in method io.open}
      267    0.030    0.000    0.030    0.000 {built-in method marshal.loads}
     6408    0.003    0.000    0.003    0.000 {built-in method math.ceil}
     1318    0.001    0.000    0.001    0.000 {built-in method math.floor}
      373    0.000    0.000    0.000    0.000 {built-in method math.log}
     2351    0.001    0.000    0.001    0.000 {built-in method math.sqrt}
       83    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
    10951    0.002    0.000    0.002    0.000 {built-in method nt.fspath}
     1650    0.001    0.000    0.001    0.000 {built-in method nt.getpid}
       41    0.004    0.000    0.004    0.000 {built-in method nt.listdir}
     3516    0.263    0.000    0.263    0.000 {built-in method nt.stat}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
    42794    0.180    0.000    0.233    0.000 {built-in method numpy.array}
    20853    0.009    0.000    0.009    0.000 {built-in method numpy.asanyarray}
    17810    0.014    0.000    0.014    0.000 {built-in method numpy.asarray}
      550    0.344    0.001    0.344    0.001 {built-in method numpy.ascontiguousarray}
157819/136223    0.450    0.000    1.481    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    11961    0.006    0.000    0.006    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
     2943    0.006    0.000    0.006    0.000 {built-in method numpy.empty}
    10546    0.026    0.000    0.026    0.000 {built-in method numpy.zeros}
      274    0.004    0.000    0.004    0.000 {built-in method scipy.optimize._lsap.linear_sum_assignment}
     2797    0.002    0.000    0.002    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
       14    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
     9341    0.006    0.000    0.006    0.000 {built-in method sys.intern}
       16    0.000    0.000    0.000    0.000 {built-in method time.strftime}
     6600    0.004    0.000    0.004    0.000 {built-in method time.time}
     3739    0.006    0.000    0.006    0.000 {built-in method torch._C._are_functorch_transforms_active}
    11872    0.012    0.000    0.012    0.000 {built-in method torch._C._cuda_exchangeDevice}
    10011    0.005    0.000    0.005    0.000 {built-in method torch._C._cuda_getDeviceCount}
     3300    0.005    0.000    0.005    0.000 {built-in method torch._C._cuda_getDevice}
     6602    0.002    0.000    0.002    0.000 {built-in method torch._C._cuda_isInBadFork}
     3300    1.261    0.000    1.261    0.000 {built-in method torch._C._cuda_synchronize}
     3739    0.009    0.000    0.009    0.000 {built-in method torch._C._functorch.unwrap_if_dead}
    45784    0.011    0.000    0.011    0.000 {built-in method torch._C._get_cudnn_enabled}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._get_operation_overload}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._get_schema}
   268825    0.421    0.000    0.421    0.000 {built-in method torch._C._get_tracing_state}
    90394    0.025    0.000    0.025    0.000 {built-in method torch._C._has_torch_function_unary}
    24924    0.006    0.000    0.006    0.000 {built-in method torch._C._has_torch_function_variadic}
       12    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function}
     1868    0.004    0.000    0.004    0.000 {built-in method torch._C._is_tracing}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_get_operation}
     4624    0.013    0.000    0.013    0.000 {built-in method torch._C._log_api_usage_once}
      118    0.000    0.000    0.000    0.000 {built-in method torch._C._nn._parse_to}
     1318    0.056    0.000    0.056    0.000 {built-in method torch._C._nn.adaptive_avg_pool2d}
     3954    0.422    0.000    0.422    0.000 {built-in method torch._C._nn.linear}
    31464    0.575    0.000    0.575    0.000 {built-in method torch._C._nn.silu_}
     3309    0.088    0.000    0.088    0.000 {built-in method torch._C._nn.upsample_bilinear2d}
     1104    0.032    0.000    0.032    0.000 {built-in method torch._C._nn.upsample_nearest2d}
     3739    0.062    0.000    0.062    0.000 {built-in method torch._C._scatter}
    13746    0.004    0.000    0.004    0.000 {built-in method torch._C._set_grad_enabled}
     2636    0.746    0.000    0.746    0.000 {built-in method torch._cudnn_rnn_flatten_weight}
     1586    0.001    0.000    0.001    0.000 {built-in method torch._has_compatible_shallow_copy_type}
     5057    0.127    0.000    0.127    0.000 {built-in method torch._ops.profiler._record_function_enter_new}
     5057    0.068    0.000    0.068    0.000 {built-in method torch._ops.profiler.}
      550    0.224    0.000    0.224    0.000 {built-in method torch._ops.torchvision.nms}
      550    0.136    0.000    0.136    0.000 {built-in method torch._unique2}
     2636    0.005    0.000    0.005    0.000 {built-in method torch._use_cudnn_rnn_flatten_weight}
       24    0.003    0.000    0.003    0.000 {built-in method torch.arange}
    24696    1.251    0.000    1.251    0.000 {built-in method torch.batch_norm}
    16776    0.491    0.000    0.491    0.000 {built-in method torch.cat}
    74335    6.990    0.000    6.990    0.000 {built-in method torch.conv2d}
        2    0.000    0.000    0.000    0.000 {built-in method torch.cuda._get_device_properties}
      114    0.008    0.000    0.008    0.000 {built-in method torch.diag}
      550    0.006    0.000    0.006    0.000 {built-in method torch.empty_like}
     1548    0.019    0.000    0.019    0.000 {built-in method torch.empty}
     4289    0.048    0.000    0.048    0.000 {built-in method torch.from_numpy}
       12    0.006    0.001    0.006    0.001 {built-in method torch.full}
     1318    0.001    0.000    0.001    0.000 {built-in method torch.get_default_dtype}
    20619    0.008    0.000    0.008    0.000 {built-in method torch.is_grad_enabled}
        1    0.000    0.000    0.000    0.000 {built-in method torch.is_inference_mode_enabled}
     2636   10.719    0.004   10.719    0.004 {built-in method torch.lstm}
    12443    0.420    0.000    0.420    0.000 {built-in method torch.max_pool2d}
       12    0.000    0.000    0.000    0.000 {built-in method torch.meshgrid}
      228    0.016    0.000    0.016    0.000 {built-in method torch.mm}
    34595    0.808    0.000    0.808    0.000 {built-in method torch.relu_}
     1318    0.012    0.000    0.012    0.000 {built-in method torch.set_vital}
     1102    0.009    0.000    0.009    0.000 {built-in method torch.split_with_sizes}
      228    0.010    0.000    0.010    0.000 {built-in method torch.sqrt}
       12    0.000    0.000    0.000    0.000 {built-in method torch.stack}
      720    0.072    0.000    0.072    0.000 {built-in method torch.tensor}
     5936    0.185    0.000    0.185    0.000 {built-in method torch.zeros}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.ConnectRegistry}
        7    0.000    0.000    0.000    0.000 {built-in method winreg.EnumValue}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.QueryInfoKey}
     1103    0.037    0.000    0.037    0.000 {connectedComponentsWithStats}
      550    0.106    0.000    0.106    0.000 {copyMakeBorder}
     2206    0.048    0.000    0.048    0.000 {cvtColor}
     1781    0.033    0.000    0.033    0.000 {dilate}
    50711    0.007    0.000    0.007    0.000 {function _ParameterMeta.__instancecheck__ at 0x000002B63382DAF0}
       46    0.000    0.000    0.004    0.000 {function _load.<locals>.UnpicklerWrapper.find_class at 0x000002B60E73A5E0}
       17    0.000    0.000    0.000    0.000 {getPerspectiveTransform}
     1781    0.013    0.000    0.013    0.000 {getStructuringElement}
      332    1.086    0.003    1.086    0.003 {imencode}
     6435    0.002    0.000    0.002    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
     6841    0.002    0.000    0.002    0.000 {method '__contains__' of 'frozenset' objects}
     6435    0.008    0.000    0.008    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of 'PyHKEY' objects}
      268    0.005    0.000    0.005    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
     2044    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
     5057    0.001    0.000    0.001    0.000 {method '__exit__' of 'torch._C.DisableTorchFunctionSubclass' objects}
      991    0.001    0.000    0.001    0.000 {method '__format__' of 'int' objects}
        2    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
       30    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
     3301    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.RLock' objects}
        4    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.lock' objects}
   566516    0.109    0.000    0.165    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'add_index_reference' of 'pandas._libs.internals.BlockValuesRefs' objects}
      976    0.002    0.000    0.006    0.000 {method 'all' of 'numpy.generic' objects}
      550    0.033    0.000    0.033    0.000 {method 'amax' of 'torch._C._TensorBase' objects}
      976    0.002    0.000    0.005    0.000 {method 'any' of 'numpy.generic' objects}
      550    0.001    0.000    0.004    0.000 {method 'any' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
    99418    0.018    0.000    0.018    0.000 {method 'append' of 'list' objects}
     1318    0.007    0.000    0.007    0.000 {method 'argmax' of 'numpy.ndarray' objects}
     1781    0.003    0.000    0.003    0.000 {method 'argmin' of 'numpy.ndarray' objects}
    11706    0.035    0.000    0.035    0.000 {method 'astype' of 'numpy.ndarray' objects}
